0.000480973	1198.7252
0.000961947	2397.4527999999996
0.00144292	3596.1799999999994
0.0019239	4794.910999999999
0.00240487	5993.644000000001
0.00288585	7192.3769999999995
0.00336682	8391.116
0.0038478	9589.851999999999
0.00432878	10788.591999999999
0.00480975	11987.339000000002
0.00529073	13186.073000000002
0.00577171	14384.827999999998
0.00625269	15583.585000000001
0.00673367	16782.335
0.00721464	17981.098
0.00769562	19179.822
0.0081766	20378.592
0.00865758	21577.351
0.00913857	22776.106999999996
0.00961955	23974.863999999998
0.0101005	25173.636
0.0105815	26372.387
0.0110625	27571.154000000002
0.0115435	28769.935
0.0120245	29968.703999999998
0.0125054	31167.47200000001
0.0129864	32366.254
0.0134674	33565.028
0.0139484	34763.809
0.0144294	35962.6
0.0149104	37161.38
0.0153914	38360.189999999995
0.0158723	39558.950000000004
0.0163533	40757.74999999999
0.0168343	41956.549999999996
0.0173153	43155.350000000006
0.0177963	44354.130000000005
0.0182773	45552.950000000004
0.0187583	46751.77
0.0192393	47950.55
0.0197202	49149.340000000004
0.0202012	50348.17
0.0206822	51546.969999999994
0.0211632	52745.78999999999
0.0216442	53944.61
0.0221252	55143.41999999999
0.0226062	56342.259999999995
0.0230872	57541.07
0.0235682	58739.880000000005
0.0240492	59938.73
0.0245302	61137.54999999999
0.0250112	62336.39000000001
0.0254922	63535.21000000001
0.0259732	64734.06
0.0264541	65932.87999999999
0.0269351	67131.74999999999
0.0274161	68330.58
0.0278971	69529.42
0.0283781	70728.26
0.0288591	71927.11000000002
0.0293401	73125.95000000001
0.0298211	74324.81
0.0303021	75523.68000000001
0.0307831	76722.53000000001
0.0312641	77921.39999999997
0.0317451	79120.25999999998
0.0322261	80319.15999999999
0.0327071	81518.01
0.0331881	82716.85999999999
0.0336691	83915.74999999999
0.0341501	85114.62
0.0346311	86313.49
0.0351121	87512.38
0.0355931	88711.27999999998
0.0360741	89910.14
0.0365551	91109.03
0.0370361	92307.90999999999
0.0375172	93506.82
0.0379982	94705.71
0.0384792	95904.60000000002
0.0389602	97103.49
0.0394412	98302.43000000001
0.0399222	99501.31
0.0404032	100700.23
0.0408842	101899.17000000003
0.0413652	103098.05999999998
0.0418462	104296.99000000003
0.0423272	105495.89000000001
0.0428082	106694.81000000001
0.0432892	107893.71999999997
0.0437703	109092.65999999997
0.0442513	110291.56999999999
0.0447323	111490.54000000001
0.0452133	112689.43000000001
0.0456943	113888.37000000002
0.0461753	115087.31999999999
0.0466563	116286.26000000001
0.0471373	117485.2
0.0476183	118684.17
0.0480994	119883.04
0.0485804	121082.11999999998
0.0490614	122281.0
0.0495424	123479.98
0.0500234	124678.99999999999
0.0505044	125877.89000000001
0.0509854	127076.78
0.0514665	128275.77
0.0519475	129474.75
0.0524285	130673.67
0.0529095	131872.67
0.0533905	133071.76
0.0538716	134270.78999999998
0.0543526	135469.69999999998
0.0548336	136668.63
0.0553146	137867.66
0.0557956	139066.61000000002
0.0562767	140265.74000000002
0.0567577	141464.67999999996
0.0572387	142663.54
0.0577197	143862.67999999996
0.0582007	145061.69
0.0586818	146260.59
0.0591628	147459.84999999998
0.0596438	148658.72
0.0601248	149857.49000000002
0.0606059	151056.6
0.0610869	152255.72000000003
0.0615679	153454.74999999997
0.0620489	154653.57000000004
0.06253	155852.8
0.063011	157051.84
0.063492	158250.91
0.063973	159450.09
0.0644541	160649.16
0.0649351	161848.06999999998
0.0654161	163047.27000000002
0.0658971	164246.19
0.0663782	165445.20999999996
0.0668592	166644.24000000002
0.0673402	167843.28
0.0678213	169042.42
0.0683023	170241.28
0.0687833	171440.43999999997
0.0692644	172639.49999999997
0.0697454	173838.4
0.0702264	175037.59
0.0707074	176236.78999999998
0.0711885	177435.79
0.0716695	178634.90000000002
0.0721505	179833.93
0.0726316	181032.87
0.0731126	182232.31000000003
0.0735937	183431.16
0.0740747	184630.33
0.0745557	185829.47999999998
0.0750368	187028.57000000004
0.0755178	188227.76
0.0759988	189426.76
0.0764799	190625.86
0.0769609	191825.07
0.0774419	193023.99
0.077923	194223.41999999998
0.078404	195422.45999999996
0.0788851	196621.5
0.0793661	197820.66
0.0798471	199019.82
0.0803282	200218.79
0.0808092	201418.18
0.0812903	202617.26000000004
0.0817713	203816.47
0.0822523	205015.78
0.0827334	206214.88
0.0832144	207414.02000000002
0.0836955	208613.06000000003
0.0841765	209812.09999999998
0.0846576	211011.45
0.0851386	212210.61999999997
0.0856196	213409.68
0.0861007	214609.06000000003
0.0865817	215808.14
0.0870628	217007.36
0.0875438	218206.46000000002
0.0880249	219405.66
0.0885059	220604.88
0.088987	221804.01
0.089468	223003.36
0.0899491	224202.30999999997
0.0904301	225401.66
0.0909112	226600.93000000002
0.0913922	227800.11000000002
0.0918733	228999.39
0.0923543	230198.58000000002
0.0928354	231397.68
0.0933164	232596.99999999997
0.0937975	233796.11000000004
0.0942785	234995.55000000002
0.0947596	236194.68999999997
0.0952406	237393.93
0.0957217	238593.28000000003
0.0962027	239792.44
0.0966838	240991.61000000002
0.0971648	242190.8
0.0976459	243390.18999999997
0.0981269	244589.38999999998
0.098608	245788.59
0.0990891	246987.91999999998
0.0995701	248187.34000000003
0.100051	249386.57
0.100532	250585.72000000006
0.101013	251785.16999999998
0.101494	252984.33000000002
0.101975	254183.71
0.102456	255383.08999999997
0.102938	256582.27
0.103419	257781.56999999995
0.1039	258980.77
0.104381	260180.09
0.104862	261379.31
0.105343	262578.75
0.105824	263777.98
0.106305	264977.24000000005
0.106786	266176.60000000003
0.107267	267376.06
0.107748	268575.23999999993
